name,type,brand,category,unit
Unilever Toothpaste 382g,Toothpaste,Unilever,Drinks,liter
Dettol Beverage 78g,Beverage,Dettol,Bakery,piece
Unilever Soap 92g,Soap,Unilever,Dairy,g
Fun Foods Food 192g,Food,Fun Foods,Personal Care,piece
Pran Biscuits 194g,Biscuits,Pran,Grocery,pack
Square Mobile 407g,Mobile,Square,Snacks,piece
ACI Rice 458g,Rice,ACI,Electronics,kg
ACI Cool Coffee 283g,Coffee,ACI Cool,Snacks,pack
Dettol Beverage 254g,Beverage,Dettol,Cooking Oil,piece
Walton Soap 433g,Soap,Walton,Bakery,g
Pran Coffee 213g,Coffee,Pran,Drinks,pack
Walton Spice 435g,Spice,Walton,Dairy,kg
Fun Foods Dairy 186g,Dairy,Fun Foods,Personal Care,kg
Unilever Mobile 169g,Mobile,Unilever,Personal Care,ml
ACI Cool Refrigerator 414g,Refrigerator,ACI Cool,Snacks,piece
Unilever Mobile 433g,Mobile,Unilever,Electronics,g
Nihar Detergent 238g,Detergent,Nihar,Snacks,piece
Walton Television 448g,Television,Walton,Spices,liter
Walton Mobile 181g,Mobile,Walton,Home Appliances,liter
Pran Sugar 356g,Sugar,Pran,Personal Care,liter
Radhuni Noodles 68g,Noodles,Radhuni,Home Appliances,g
Square Refrigerator 77g,Refrigerator,Square,Grocery,pack
Pran Refrigerator 327g,Refrigerator,Pran,Grocery,ml
Walton Sugar 395g,Sugar,Walton,Electronics,pack
Nihar Shampoo 270g,Shampoo,Nihar,Home Appliances,liter
Fresh Lentils 358g,Lentils,Fresh,Grocery,piece
Pran Detergent 166g,Detergent,Pran,Clothing,liter
Fresh Biscuits 184g,Biscuits,Fresh,Bakery,pack
Closeup Detergent 430g,Detergent,Closeup,Drinks,piece
Parachute Spice 299g,Spice,Parachute,Personal Care,piece
Fresh Mobile 58g,Mobile,Fresh,Personal Care,liter
ACI Detergent 196g,Detergent,ACI,Grocery,ml
ACI Noodles 397g,Noodles,ACI,Snacks,kg
Radhuni Juice 188g,Juice,Radhuni,Clothing,liter
Unilever Mobile 140g,Mobile,Unilever,Snacks,piece
ACI Lentils 291g,Lentils,ACI,Grocery,ml
Square Coffee 469g,Coffee,Square,Snacks,liter
ACI Food 444g,Food,ACI,Dairy,piece
Radhuni Biscuits 284g,Biscuits,Radhuni,Dairy,kg
Singer Biscuits 429g,Biscuits,Singer,Home Appliances,liter
Parachute Biscuits 481g,Biscuits,Parachute,Dairy,kg
Fresh Refrigerator 385g,Refrigerator,Fresh,Dairy,pack
Radhuni Rice 406g,Rice,Radhuni,Electronics,piece
Square Coffee 22g,Coffee,Square,Electronics,pack
Closeup Noodles 147g,Noodles,Closeup,Grocery,kg
Nihar Tea 274g,Tea,Nihar,Home Appliances,g
ACI Cool Flour 417g,Flour,ACI Cool,Clothing,ml
Walton Refrigerator 426g,Refrigerator,Walton,Personal Care,pack
Closeup Beverage 498g,Beverage,Closeup,Clothing,g
Teer Juice 429g,Juice,Teer,Clothing,piece
Radhuni Sugar 327g,Sugar,Radhuni,Grocery,kg
Fresh Dairy 264g,Dairy,Fresh,Clothing,piece
Unilever Mobile 75g,Mobile,Unilever,Personal Care,pack
Radhuni Mobile 221g,Mobile,Radhuni,Grocery,pack
ACI Detergent 29g,Detergent,ACI,Bakery,kg
Closeup Lentils 414g,Lentils,Closeup,Cooking Oil,kg
Teer Sugar 373g,Sugar,Teer,Grocery,g
Square Oil 449g,Oil,Square,Home Appliances,piece
Singer Food 368g,Food,Singer,Drinks,ml
Dettol Noodles 152g,Noodles,Dettol,Stationery,kg
Unilever Flour 133g,Flour,Unilever,Home Appliances,kg
Singer Refrigerator 174g,Refrigerator,Singer,Grocery,pack
ACI Oil 373g,Oil,ACI,Cooking Oil,pack
Singer Biscuits 182g,Biscuits,Singer,Spices,pack
Fun Foods Television 306g,Television,Fun Foods,Electronics,liter
Dettol Coffee 391g,Coffee,Dettol,Stationery,piece
Parachute Soap 98g,Soap,Parachute,Clothing,ml
Closeup Rice 87g,Rice,Closeup,Cooking Oil,piece
Fun Foods Coffee 101g,Coffee,Fun Foods,Electronics,ml
Parachute Dairy 299g,Dairy,Parachute,Personal Care,kg
Singer Juice 183g,Juice,Singer,Clothing,pack
Parachute Dairy 326g,Dairy,Parachute,Drinks,kg
Parachute Food 308g,Food,Parachute,Spices,g
Closeup Dairy 195g,Dairy,Closeup,Drinks,kg
Closeup Flour 18g,Flour,Closeup,Snacks,piece
Teer Sugar 430g,Sugar,Teer,Dairy,liter
Walton Tea 139g,Tea,Walton,Dairy,piece
Closeup Biscuits 258g,Biscuits,Closeup,Bakery,ml
Singer Soap 182g,Soap,Singer,Cooking Oil,piece
ACI Cool Dairy 308g,Dairy,ACI Cool,Stationery,pack
Parachute Noodles 117g,Noodles,Parachute,Bakery,kg
Parachute Soap 465g,Soap,Parachute,Grocery,piece
Singer Food 496g,Food,Singer,Grocery,pack
Unilever Flour 78g,Flour,Unilever,Stationery,liter
ACI Cool Juice 402g,Juice,ACI Cool,Stationery,g
Radhuni Toothpaste 12g,Toothpaste,Radhuni,Clothing,liter
ACI Cool Tea 489g,Tea,ACI Cool,Personal Care,ml
Pran Coffee 69g,Coffee,Pran,Personal Care,liter
Singer Beverage 402g,Beverage,Singer,Personal Care,piece
Fresh Spice 496g,Spice,Fresh,Home Appliances,pack
Fresh Flour 63g,Flour,Fresh,Clothing,ml
Closeup Rice 311g,Rice,Closeup,Electronics,piece
Teer Rice 152g,Rice,Teer,Cooking Oil,kg
ACI Cool Spice 259g,Spice,ACI Cool,Electronics,kg
Parachute Oil 258g,Oil,Parachute,Home Appliances,piece
Singer Detergent 249g,Detergent,Singer,Electronics,pack
Teer Tea 441g,Tea,Teer,Clothing,kg
Fresh Television 480g,Television,Fresh,Bakery,liter
Singer Tea 122g,Tea,Singer,Home Appliances,liter
Square Juice 253g,Juice,Square,Drinks,piece
Fun Foods Biscuits 258g,Biscuits,Fun Foods,Snacks,ml
Radhuni Biscuits 177g,Biscuits,Radhuni,Drinks,pack
Fun Foods Refrigerator 195g,Refrigerator,Fun Foods,Dairy,kg
ACI Food 495g,Food,ACI,Grocery,liter
Teer Television 107g,Television,Teer,Drinks,pack
Dettol Coffee 395g,Coffee,Dettol,Clothing,kg
Parachute Sugar 84g,Sugar,Parachute,Personal Care,liter
Square Tea 205g,Tea,Square,Drinks,kg
Walton Coffee 396g,Coffee,Walton,Home Appliances,liter
Nihar Sugar 137g,Sugar,Nihar,Home Appliances,liter
Fresh Dairy 174g,Dairy,Fresh,Personal Care,kg
Closeup Food 146g,Food,Closeup,Dairy,pack
Pran Detergent 152g,Detergent,Pran,Drinks,g
Closeup Mobile 85g,Mobile,Closeup,Bakery,pack
Closeup Spice 156g,Spice,Closeup,Stationery,pack
Fun Foods Mobile 66g,Mobile,Fun Foods,Spices,g
Nihar Coffee 71g,Coffee,Nihar,Dairy,g
ACI Flour 463g,Flour,ACI,Snacks,liter
Teer Sugar 206g,Sugar,Teer,Dairy,ml
Closeup Food 145g,Food,Closeup,Clothing,kg
Singer Mobile 275g,Mobile,Singer,Snacks,piece
Closeup Television 388g,Television,Closeup,Grocery,kg
Singer Oil 359g,Oil,Singer,Clothing,liter
Square Tea 191g,Tea,Square,Stationery,piece
Walton Mobile 278g,Mobile,Walton,Cooking Oil,g
Walton Toothpaste 427g,Toothpaste,Walton,Electronics,kg
Fresh Biscuits 220g,Biscuits,Fresh,Bakery,g
ACI Cool Flour 277g,Flour,ACI Cool,Drinks,piece
ACI Biscuits 218g,Biscuits,ACI,Electronics,kg
ACI Cool Spice 16g,Spice,ACI Cool,Grocery,g
ACI Cool Food 89g,Food,ACI Cool,Grocery,pack
Closeup Soap 249g,Soap,Closeup,Grocery,kg
Parachute Beverage 387g,Beverage,Parachute,Cooking Oil,g
Unilever Mobile 282g,Mobile,Unilever,Electronics,liter
Fresh Soap 174g,Soap,Fresh,Spices,g
Dettol Refrigerator 258g,Refrigerator,Dettol,Dairy,kg
ACI Cool Oil 453g,Oil,ACI Cool,Cooking Oil,kg
Square Spice 417g,Spice,Square,Bakery,ml
Closeup Toothpaste 67g,Toothpaste,Closeup,Personal Care,pack
Fresh Coffee 166g,Coffee,Fresh,Cooking Oil,liter
Unilever Mobile 437g,Mobile,Unilever,Spices,g
Teer Refrigerator 252g,Refrigerator,Teer,Bakery,liter
Dettol Flour 230g,Flour,Dettol,Grocery,piece
Parachute Television 62g,Television,Parachute,Cooking Oil,liter
Pran Beverage 58g,Beverage,Pran,Personal Care,liter
Parachute Soap 234g,Soap,Parachute,Dairy,g
Walton Coffee 15g,Coffee,Walton,Grocery,ml
ACI Cool Lentils 13g,Lentils,ACI Cool,Snacks,piece
ACI Tea 151g,Tea,ACI,Personal Care,liter
Closeup Toothpaste 476g,Toothpaste,Closeup,Spices,kg
Pran Spice 264g,Spice,Pran,Grocery,ml
Dettol Refrigerator 334g,Refrigerator,Dettol,Electronics,ml
Parachute Detergent 357g,Detergent,Parachute,Grocery,kg
Walton Toothpaste 440g,Toothpaste,Walton,Grocery,liter
Nihar Flour 229g,Flour,Nihar,Personal Care,liter
Nihar Beverage 290g,Beverage,Nihar,Snacks,piece
Nihar Biscuits 104g,Biscuits,Nihar,Drinks,liter
Fun Foods Flour 254g,Flour,Fun Foods,Personal Care,ml
Fresh Lentils 28g,Lentils,Fresh,Drinks,g
Walton Juice 366g,Juice,Walton,Clothing,kg
ACI Cool Lentils 366g,Lentils,ACI Cool,Home Appliances,liter
Singer Lentils 487g,Lentils,Singer,Spices,liter
Radhuni Beverage 269g,Beverage,Radhuni,Personal Care,pack
ACI Cool Biscuits 355g,Biscuits,ACI Cool,Home Appliances,liter
ACI Shampoo 100g,Shampoo,ACI,Personal Care,piece
Pran Shampoo 199g,Shampoo,Pran,Bakery,ml
ACI Biscuits 328g,Biscuits,ACI,Snacks,kg
ACI Cool Rice 296g,Rice,ACI Cool,Grocery,g
Teer Detergent 128g,Detergent,Teer,Snacks,kg
Dettol Biscuits 45g,Biscuits,Dettol,Drinks,piece
Fun Foods Detergent 38g,Detergent,Fun Foods,Stationery,g
Singer Flour 82g,Flour,Singer,Dairy,piece
Unilever Oil 41g,Oil,Unilever,Cooking Oil,ml
Pran Soap 88g,Soap,Pran,Cooking Oil,liter
Nihar Soap 420g,Soap,Nihar,Snacks,pack
Closeup Food 136g,Food,Closeup,Personal Care,liter
Radhuni Food 245g,Food,Radhuni,Bakery,piece
Closeup Flour 499g,Flour,Closeup,Stationery,piece
Radhuni Toothpaste 7g,Toothpaste,Radhuni,Bakery,kg
Unilever Tea 481g,Tea,Unilever,Personal Care,kg
Parachute Biscuits 362g,Biscuits,Parachute,Grocery,piece
Fresh Refrigerator 15g,Refrigerator,Fresh,Snacks,pack
Dettol Juice 109g,Juice,Dettol,Bakery,g
Parachute Dairy 189g,Dairy,Parachute,Spices,g
Fun Foods Toothpaste 189g,Toothpaste,Fun Foods,Dairy,pack
Radhuni Food 166g,Food,Radhuni,Cooking Oil,kg
Fresh Beverage 271g,Beverage,Fresh,Snacks,piece
Fresh Noodles 175g,Noodles,Fresh,Stationery,liter
Singer Tea 396g,Tea,Singer,Snacks,kg
Teer Beverage 415g,Beverage,Teer,Personal Care,g
ACI Oil 30g,Oil,ACI,Bakery,g
Pran Tea 431g,Tea,Pran,Stationery,pack
Singer Spice 445g,Spice,Singer,Drinks,kg
Nihar Spice 230g,Spice,Nihar,Stationery,liter
ACI Cool Flour 170g,Flour,ACI Cool,Dairy,kg
Unilever Beverage 302g,Beverage,Unilever,Grocery,pack
Closeup Biscuits 257g,Biscuits,Closeup,Stationery,kg
Fun Foods Refrigerator 329g,Refrigerator,Fun Foods,Dairy,g
Radhuni Coffee 122g,Coffee,Radhuni,Snacks,pack
Square Spice 253g,Spice,Square,Snacks,kg
Teer Rice 418g,Rice,Teer,Bakery,kg
Teer Tea 301g,Tea,Teer,Electronics,ml
Dettol Shampoo 90g,Shampoo,Dettol,Clothing,g
Fresh Tea 469g,Tea,Fresh,Grocery,liter
Parachute Food 321g,Food,Parachute,Home Appliances,ml
ACI Cool Dairy 298g,Dairy,ACI Cool,Spices,pack
Teer Refrigerator 197g,Refrigerator,Teer,Home Appliances,piece
Nihar Mobile 392g,Mobile,Nihar,Dairy,pack
Dettol Juice 92g,Juice,Dettol,Electronics,g
Pran Juice 425g,Juice,Pran,Drinks,piece
Unilever Lentils 164g,Lentils,Unilever,Cooking Oil,piece
ACI Cool Television 366g,Television,ACI Cool,Cooking Oil,ml
Pran Dairy 442g,Dairy,Pran,Clothing,ml
Fun Foods Television 240g,Television,Fun Foods,Cooking Oil,liter
Radhuni Shampoo 431g,Shampoo,Radhuni,Personal Care,g
Parachute Beverage 19g,Beverage,Parachute,Clothing,g
Fresh Television 111g,Television,Fresh,Grocery,ml
Nihar Flour 270g,Flour,Nihar,Bakery,g
ACI Cool Flour 458g,Flour,ACI Cool,Home Appliances,liter
Unilever Dairy 160g,Dairy,Unilever,Dairy,ml
Parachute Flour 363g,Flour,Parachute,Stationery,ml
Dettol Oil 358g,Oil,Dettol,Stationery,liter
Parachute Beverage 492g,Beverage,Parachute,Stationery,kg
Unilever Noodles 346g,Noodles,Unilever,Stationery,pack
Fun Foods Shampoo 320g,Shampoo,Fun Foods,Grocery,liter
Teer Beverage 81g,Beverage,Teer,Bakery,liter
Fun Foods Lentils 476g,Lentils,Fun Foods,Electronics,piece
Unilever Soap 278g,Soap,Unilever,Spices,liter
Parachute Oil 249g,Oil,Parachute,Bakery,piece
Closeup Television 495g,Television,Closeup,Bakery,g
Walton Biscuits 450g,Biscuits,Walton,Snacks,ml
Singer Noodles 96g,Noodles,Singer,Electronics,kg
Fun Foods Food 109g,Food,Fun Foods,Home Appliances,kg
Fresh Oil 31g,Oil,Fresh,Stationery,pack
Radhuni Refrigerator 202g,Refrigerator,Radhuni,Home Appliances,piece
ACI Cool Refrigerator 177g,Refrigerator,ACI Cool,Grocery,ml
Fun Foods Coffee 261g,Coffee,Fun Foods,Stationery,g
Closeup Rice 256g,Rice,Closeup,Personal Care,liter
Square Lentils 335g,Lentils,Square,Stationery,pack
Radhuni Sugar 152g,Sugar,Radhuni,Spices,g
Parachute Tea 11g,Tea,Parachute,Home Appliances,pack
Radhuni Lentils 398g,Lentils,Radhuni,Drinks,pack
Dettol Tea 1g,Tea,Dettol,Dairy,pack
Dettol Detergent 30g,Detergent,Dettol,Bakery,g
Walton Coffee 466g,Coffee,Walton,Cooking Oil,liter
Pran Sugar 3g,Sugar,Pran,Spices,kg
Pran Juice 279g,Juice,Pran,Personal Care,ml
Parachute Food 257g,Food,Parachute,Home Appliances,ml
Fun Foods Mobile 78g,Mobile,Fun Foods,Dairy,kg
ACI Cool Food 413g,Food,ACI Cool,Grocery,pack
Fun Foods Tea 218g,Tea,Fun Foods,Cooking Oil,piece
Nihar Television 211g,Television,Nihar,Stationery,liter
Parachute Sugar 190g,Sugar,Parachute,Stationery,kg
Dettol Noodles 241g,Noodles,Dettol,Snacks,liter
Closeup Mobile 112g,Mobile,Closeup,Personal Care,ml
Dettol Tea 75g,Tea,Dettol,Drinks,kg
Teer Refrigerator 133g,Refrigerator,Teer,Snacks,piece
Singer Beverage 29g,Beverage,Singer,Home Appliances,ml
Singer Beverage 135g,Beverage,Singer,Personal Care,g
Singer Dairy 167g,Dairy,Singer,Bakery,g
Fresh Rice 127g,Rice,Fresh,Electronics,ml
Fresh Mobile 250g,Mobile,Fresh,Clothing,piece
ACI Sugar 411g,Sugar,ACI,Drinks,piece
Square Tea 284g,Tea,Square,Stationery,liter
Unilever Coffee 360g,Coffee,Unilever,Snacks,liter
ACI Oil 403g,Oil,ACI,Cooking Oil,ml
Closeup Noodles 227g,Noodles,Closeup,Dairy,piece
Square Biscuits 417g,Biscuits,Square,Personal Care,pack
Walton Refrigerator 499g,Refrigerator,Walton,Clothing,ml
Fresh Television 345g,Television,Fresh,Personal Care,g
Dettol Juice 228g,Juice,Dettol,Clothing,ml
Parachute Detergent 84g,Detergent,Parachute,Cooking Oil,pack
Nihar Sugar 35g,Sugar,Nihar,Stationery,liter
Dettol Toothpaste 249g,Toothpaste,Dettol,Personal Care,piece
Singer Juice 403g,Juice,Singer,Drinks,pack
Fresh Oil 150g,Oil,Fresh,Electronics,pack
ACI Cool Lentils 449g,Lentils,ACI Cool,Cooking Oil,pack
Square Lentils 7g,Lentils,Square,Snacks,piece
Radhuni Mobile 317g,Mobile,Radhuni,Drinks,kg
Pran Oil 471g,Oil,Pran,Cooking Oil,kg
Nihar Toothpaste 208g,Toothpaste,Nihar,Drinks,g
ACI Beverage 295g,Beverage,ACI,Clothing,g
Parachute Rice 444g,Rice,Parachute,Bakery,kg
ACI Cool Tea 33g,Tea,ACI Cool,Stationery,kg
Unilever Rice 412g,Rice,Unilever,Electronics,g
Singer Toothpaste 395g,Toothpaste,Singer,Clothing,ml
Dettol Toothpaste 83g,Toothpaste,Dettol,Clothing,piece
Fresh Lentils 54g,Lentils,Fresh,Personal Care,piece
Parachute Coffee 219g,Coffee,Parachute,Clothing,liter
Singer Television 64g,Television,Singer,Cooking Oil,kg
Fresh Shampoo 298g,Shampoo,Fresh,Electronics,piece
Nihar Biscuits 151g,Biscuits,Nihar,Electronics,kg
Radhuni Coffee 404g,Coffee,Radhuni,Personal Care,g
Teer Noodles 317g,Noodles,Teer,Cooking Oil,piece
Fresh Toothpaste 3g,Toothpaste,Fresh,Stationery,piece
Walton Coffee 190g,Coffee,Walton,Snacks,kg
Radhuni Detergent 483g,Detergent,Radhuni,Spices,liter
Closeup Mobile 85g,Mobile,Closeup,Snacks,ml
ACI Beverage 246g,Beverage,ACI,Snacks,kg
Pran Spice 312g,Spice,Pran,Grocery,g
Parachute Biscuits 428g,Biscuits,Parachute,Cooking Oil,g
Singer Oil 489g,Oil,Singer,Cooking Oil,piece
Fun Foods Refrigerator 97g,Refrigerator,Fun Foods,Stationery,kg
Radhuni Detergent 392g,Detergent,Radhuni,Bakery,ml
Unilever Oil 30g,Oil,Unilever,Drinks,piece
Unilever Rice 200g,Rice,Unilever,Dairy,liter
Fun Foods Sugar 16g,Sugar,Fun Foods,Stationery,ml
ACI Cool Oil 200g,Oil,ACI Cool,Personal Care,ml
Dettol Toothpaste 50g,Toothpaste,Dettol,Electronics,kg
Fun Foods Mobile 38g,Mobile,Fun Foods,Snacks,kg
Closeup Toothpaste 330g,Toothpaste,Closeup,Drinks,g
Pran Noodles 189g,Noodles,Pran,Stationery,piece
Walton Refrigerator 20g,Refrigerator,Walton,Home Appliances,kg
Closeup Shampoo 400g,Shampoo,Closeup,Bakery,liter
Square Coffee 480g,Coffee,Square,Clothing,kg
Singer Shampoo 242g,Shampoo,Singer,Home Appliances,piece
Square Dairy 496g,Dairy,Square,Home Appliances,pack
Radhuni Beverage 479g,Beverage,Radhuni,Spices,liter
Teer Sugar 91g,Sugar,Teer,Spices,kg
Closeup Juice 197g,Juice,Closeup,Spices,liter
Unilever Lentils 20g,Lentils,Unilever,Clothing,g
Radhuni Beverage 403g,Beverage,Radhuni,Cooking Oil,liter
Walton Detergent 150g,Detergent,Walton,Drinks,liter
Square Juice 78g,Juice,Square,Home Appliances,piece
ACI Television 172g,Television,ACI,Spices,pack
ACI Detergent 38g,Detergent,ACI,Personal Care,kg
Teer Flour 405g,Flour,Teer,Clothing,g
Fun Foods Soap 4g,Soap,Fun Foods,Snacks,piece
Square Noodles 18g,Noodles,Square,Cooking Oil,liter
Singer Dairy 11g,Dairy,Singer,Dairy,piece
Fun Foods Spice 322g,Spice,Fun Foods,Spices,pack
Closeup Mobile 50g,Mobile,Closeup,Bakery,piece
Fresh Lentils 187g,Lentils,Fresh,Personal Care,g
Radhuni Oil 73g,Oil,Radhuni,Cooking Oil,ml
Teer Mobile 30g,Mobile,Teer,Personal Care,piece
Parachute Refrigerator 290g,Refrigerator,Parachute,Dairy,ml
Square Soap 241g,Soap,Square,Cooking Oil,ml
Singer Refrigerator 397g,Refrigerator,Singer,Home Appliances,liter
Singer Biscuits 475g,Biscuits,Singer,Clothing,piece
Unilever Shampoo 89g,Shampoo,Unilever,Personal Care,ml
Radhuni Tea 138g,Tea,Radhuni,Personal Care,pack
Dettol Tea 157g,Tea,Dettol,Dairy,ml
Fresh Shampoo 174g,Shampoo,Fresh,Grocery,liter
ACI Cool Sugar 279g,Sugar,ACI Cool,Personal Care,kg
Radhuni Lentils 234g,Lentils,Radhuni,Spices,g
Dettol Television 274g,Television,Dettol,Cooking Oil,kg
Nihar Television 173g,Television,Nihar,Bakery,kg
Square Flour 398g,Flour,Square,Stationery,liter
Singer Toothpaste 36g,Toothpaste,Singer,Stationery,ml
Closeup Food 31g,Food,Closeup,Spices,piece
Singer Noodles 15g,Noodles,Singer,Clothing,pack
Unilever Flour 11g,Flour,Unilever,Dairy,g
Fresh Soap 489g,Soap,Fresh,Home Appliances,liter
Teer Biscuits 430g,Biscuits,Teer,Home Appliances,pack
ACI Cool Coffee 19g,Coffee,ACI Cool,Home Appliances,g
Walton Flour 333g,Flour,Walton,Grocery,kg
Parachute Food 168g,Food,Parachute,Bakery,liter
Dettol Biscuits 186g,Biscuits,Dettol,Spices,liter
Radhuni Oil 68g,Oil,Radhuni,Dairy,pack
Parachute Coffee 473g,Coffee,Parachute,Clothing,ml
Fun Foods Beverage 103g,Beverage,Fun Foods,Electronics,liter
ACI Cool Mobile 493g,Mobile,ACI Cool,Clothing,pack
Square Shampoo 39g,Shampoo,Square,Stationery,piece
Closeup Tea 425g,Tea,Closeup,Electronics,kg
Nihar Beverage 101g,Beverage,Nihar,Grocery,pack
Parachute Shampoo 331g,Shampoo,Parachute,Spices,piece
Unilever Beverage 499g,Beverage,Unilever,Cooking Oil,liter
Singer Coffee 389g,Coffee,Singer,Cooking Oil,g
Teer Flour 76g,Flour,Teer,Electronics,pack
ACI Cool Dairy 469g,Dairy,ACI Cool,Personal Care,kg
Parachute Rice 94g,Rice,Parachute,Personal Care,liter
Radhuni Toothpaste 218g,Toothpaste,Radhuni,Dairy,pack
Unilever Television 485g,Television,Unilever,Snacks,kg
Walton Biscuits 79g,Biscuits,Walton,Dairy,kg
Nihar Sugar 152g,Sugar,Nihar,Snacks,liter
ACI Shampoo 151g,Shampoo,ACI,Cooking Oil,liter
Pran Juice 185g,Juice,Pran,Snacks,kg
Parachute Detergent 216g,Detergent,Parachute,Cooking Oil,g
Square Rice 298g,Rice,Square,Bakery,g
ACI Refrigerator 252g,Refrigerator,ACI,Dairy,liter
Teer Dairy 43g,Dairy,Teer,Personal Care,pack
Parachute Detergent 56g,Detergent,Parachute,Clothing,piece
Dettol Coffee 100g,Coffee,Dettol,Personal Care,pack
Singer Coffee 282g,Coffee,Singer,Grocery,liter
Closeup Beverage 366g,Beverage,Closeup,Spices,pack
Nihar Spice 232g,Spice,Nihar,Bakery,kg
Teer Lentils 384g,Lentils,Teer,Grocery,piece
ACI Toothpaste 151g,Toothpaste,ACI,Drinks,pack
Singer Tea 54g,Tea,Singer,Cooking Oil,ml
ACI Cool Dairy 55g,Dairy,ACI Cool,Dairy,kg
Radhuni Detergent 198g,Detergent,Radhuni,Clothing,pack
Dettol Television 383g,Television,Dettol,Home Appliances,g
ACI Cool Food 66g,Food,ACI Cool,Home Appliances,kg
ACI Biscuits 34g,Biscuits,ACI,Dairy,liter
Fun Foods Television 196g,Television,Fun Foods,Personal Care,piece
Nihar Mobile 268g,Mobile,Nihar,Home Appliances,kg
Singer Television 434g,Television,Singer,Personal Care,pack
Fresh Biscuits 264g,Biscuits,Fresh,Dairy,ml
Radhuni Toothpaste 52g,Toothpaste,Radhuni,Bakery,ml
Parachute Refrigerator 441g,Refrigerator,Parachute,Bakery,g
Radhuni Tea 83g,Tea,Radhuni,Bakery,ml
Fun Foods Refrigerator 214g,Refrigerator,Fun Foods,Cooking Oil,liter
Square Soap 435g,Soap,Square,Cooking Oil,pack
Nihar Toothpaste 201g,Toothpaste,Nihar,Home Appliances,pack
Walton Biscuits 348g,Biscuits,Walton,Spices,piece
Parachute Spice 375g,Spice,Parachute,Electronics,kg
Dettol Coffee 5g,Coffee,Dettol,Clothing,piece
Square Beverage 91g,Beverage,Square,Grocery,ml
Unilever Food 442g,Food,Unilever,Stationery,ml
Square Sugar 81g,Sugar,Square,Bakery,kg
Teer Tea 208g,Tea,Teer,Clothing,liter
ACI Cool Noodles 271g,Noodles,ACI Cool,Grocery,ml
Fun Foods Coffee 31g,Coffee,Fun Foods,Cooking Oil,kg
Unilever Juice 349g,Juice,Unilever,Cooking Oil,piece
ACI Flour 211g,Flour,ACI,Stationery,ml
ACI Cool Biscuits 338g,Biscuits,ACI Cool,Clothing,kg
ACI Cool Mobile 200g,Mobile,ACI Cool,Grocery,piece
ACI Food 477g,Food,ACI,Stationery,ml
Radhuni Coffee 139g,Coffee,Radhuni,Stationery,liter
Square Mobile 324g,Mobile,Square,Stationery,liter
Closeup Toothpaste 394g,Toothpaste,Closeup,Cooking Oil,ml
Pran Juice 336g,Juice,Pran,Grocery,piece
Teer Lentils 328g,Lentils,Teer,Spices,kg
Singer Toothpaste 228g,Toothpaste,Singer,Bakery,pack
Teer Biscuits 257g,Biscuits,Teer,Drinks,kg
ACI Cool Biscuits 126g,Biscuits,ACI Cool,Cooking Oil,pack
Fresh Sugar 13g,Sugar,Fresh,Cooking Oil,ml
Dettol Toothpaste 461g,Toothpaste,Dettol,Bakery,pack
Unilever Food 428g,Food,Unilever,Cooking Oil,g
Fun Foods Spice 292g,Spice,Fun Foods,Dairy,kg
Unilever Dairy 144g,Dairy,Unilever,Stationery,g
Fun Foods Juice 45g,Juice,Fun Foods,Home Appliances,ml
Fun Foods Detergent 472g,Detergent,Fun Foods,Clothing,pack
Teer Flour 209g,Flour,Teer,Electronics,ml
Dettol Beverage 473g,Beverage,Dettol,Bakery,kg
Teer Beverage 429g,Beverage,Teer,Electronics,kg
Closeup Oil 113g,Oil,Closeup,Spices,ml
Pran Refrigerator 281g,Refrigerator,Pran,Dairy,piece
Walton Coffee 229g,Coffee,Walton,Snacks,g
Nihar Juice 236g,Juice,Nihar,Spices,g
Unilever Beverage 107g,Beverage,Unilever,Spices,ml
Closeup Flour 127g,Flour,Closeup,Snacks,piece
Closeup Mobile 282g,Mobile,Closeup,Drinks,kg
Nihar Soap 172g,Soap,Nihar,Home Appliances,pack
Pran Television 425g,Television,Pran,Cooking Oil,piece
Unilever Tea 391g,Tea,Unilever,Clothing,liter
Fun Foods Noodles 320g,Noodles,Fun Foods,Clothing,kg
Closeup Tea 151g,Tea,Closeup,Cooking Oil,pack
Unilever Dairy 348g,Dairy,Unilever,Snacks,g
Nihar Food 291g,Food,Nihar,Drinks,ml
ACI Cool Coffee 104g,Coffee,ACI Cool,Spices,g
Walton Beverage 199g,Beverage,Walton,Stationery,liter
Unilever Oil 206g,Oil,Unilever,Clothing,ml
ACI Refrigerator 220g,Refrigerator,ACI,Clothing,kg
Square Sugar 21g,Sugar,Square,Cooking Oil,pack
Dettol Oil 250g,Oil,Dettol,Drinks,pack
ACI Cool Coffee 488g,Coffee,ACI Cool,Home Appliances,pack
Unilever Refrigerator 95g,Refrigerator,Unilever,Home Appliances,piece
Fun Foods Biscuits 49g,Biscuits,Fun Foods,Personal Care,piece
Singer Mobile 217g,Mobile,Singer,Electronics,piece
Square Refrigerator 258g,Refrigerator,Square,Drinks,ml
Square Shampoo 6g,Shampoo,Square,Drinks,pack
Fresh Refrigerator 256g,Refrigerator,Fresh,Clothing,ml
Closeup Toothpaste 375g,Toothpaste,Closeup,Cooking Oil,ml
Dettol Soap 271g,Soap,Dettol,Drinks,ml
Square Coffee 490g,Coffee,Square,Electronics,piece
Fun Foods Flour 238g,Flour,Fun Foods,Personal Care,kg
